nBids Const PowerSeller VerifyID Sealed Minblem MajBlem LargNeg LogBook MinBidShare
7 1 0 0 0 0 0 0 0.0332 -0.2924
3 1 1 0 0 0 0 0 -0.4608 -0.1135
4 1 0 0 0 0 0 0 -0.2477 -0.1998
5 1 0 0 0 0 0 0 -0.052 -0.267
3 1 0 0 0 1 0 0 -1.0923 0.0437
1 1 1 0 0 0 0 1 -0.4608 0.3721
6 1 0 0 0 0 0 0 -0.3033 -0.2954
3 1 0 0 0 0 1 0 -0.052 -0.2781
5 1 0 0 0 0 0 0 -0.6398 0.2215
2 1 1 0 0 0 0 0 -1.1506 0.7543
4 1 1 0 0 0 0 0 -0.7231 -0.1003
4 1 1 0 0 0 0 0 -0.6398 -0.1385
3 1 1 0 0 0 0 0 -1.0254 0.5976
7 1 0 1 0 0 0 0 -0.3033 -0.4343
7 1 0 1 1 0 0 0 0.8863 -0.4396
6 1 0 1 1 0 0 0 0.2189 -0.3085
5 1 0 1 1 0 0 0 0.2189 -0.3085
5 1 0 1 1 0 0 0 -0.052 -0.2248
2 1 0 0 0 0 0 0 -0.3621 0.1163
0 1 0 0 0 0 0 0 -0.2477 0.2272
3 1 0 0 0 0 0 0 -1.0923 0.6789
0 1 1 1 0 0 0 0 0.6073 0.4775
2 1 0 0 0 0 0 0 -0.0767 -0.3093
5 1 0 0 0 0 0 0 -0.052 -0.3159
8 1 0 0 0 0 0 0 0.5108 -0.383
3 1 0 0 0 1 0 0 -0.9142 0.4739
6 1 1 0 0 0 0 0 -0.9142 -0.1629
4 1 1 0 0 0 0 0 -0.9142 -0.1629
4 1 0 0 0 1 0 0 -0.9142 0.4739
6 1 1 0 0 0 0 0 0.0332 -0.3332
3 1 0 0 0 0 0 0 -0.4608 -0.1837
1 1 0 0 0 0 1 0 -0.0767 -0.2615
5 1 0 0 0 0 0 0 0.6073 0.0186
4 1 0 0 0 0 0 0 0.9205 0.103
3 1 0 0 0 0 0 0 0.5108 0.1945
7 1 1 0 1 0 0 0 0.9205 -0.3348
10 1 1 0 1 0 0 0 0.2189 -0.0726
10 1 1 0 1 0 0 0 0.2189 -0.0726
8 1 1 0 1 0 0 0 -0.052 0.0845
6 1 1 0 1 0 0 0 -0.3621 0.3253
5 1 1 0 1 0 0 0 -0.3621 0.3253
5 1 1 0 1 0 0 0 -0.3033 0.2737
6 1 1 0 1 0 0 0 -0.3621 0.3253
1 1 1 0 0 0 0 0 -0.4608 0.0905
7 1 1 0 0 0 0 0 0.4852 -0.4351
4 1 1 0 0 0 0 0 -0.3621 -0.245
3 1 0 0 0 0 1 0 0.3755 -0.1754
5 1 0 0 0 0 0 0 1.4144 -0.0597
3 1 1 0 0 0 0 0 -0.7231 -0.1003
0 1 0 0 0 0 0 0 -0.3033 0.3183
1 1 1 0 0 0 0 0 -0.9142 0.4739
4 1 1 0 0 0 0 0 -0.052 -0.3337
0 1 1 0 0 0 0 0 0.5108 0.5616
4 1 0 0 0 0 0 0 0.7365 -0.4612
2 1 1 0 0 0 0 0 -0.2779 -0.0211
8 1 0 0 0 0 0 0 -0.2237 -0.3144
7 1 0 0 0 0 0 0 0.3295 -0.3989
8 1 0 0 0 0 0 0 0.7365 -0.4587
0 1 0 0 0 0 0 0 -0.4608 0.726
3 1 0 0 0 1 0 0 -0.9142 0.1055
6 1 1 0 0 0 0 0 1.9993 -0.492
8 1 0 0 0 0 0 0 0.3295 -0.3959
7 1 1 0 0 0 0 0 0.6073 -0.3478
4 1 0 0 0 0 0 0 -0.2477 -0.3755
0 1 1 1 0 0 0 0 0.7365 0.5415
5 1 1 0 1 0 0 0 -0.3621 -0.2892
0 1 1 0 0 0 0 0 -0.9142 0.9764
0 1 1 1 0 0 0 0 0.3295 0.3692
2 1 1 0 0 0 0 0 -0.0767 -0.1221
5 1 0 0 0 0 0 1 0.5108 -0.426
6 1 0 0 0 0 0 0 -0.9142 -0.0577
4 1 0 0 0 0 0 0 -0.2237 -0.3935
10 1 1 1 0 0 0 0 0.404 -0.4429
7 1 0 0 0 0 0 1 0.404 -0.3611
2 1 0 0 0 0 0 0 0.1487 0.5405
8 1 0 0 0 1 0 1 0.3755 -0.3548
1 1 1 0 0 0 0 0 -0.3033 0.1023
3 1 1 0 0 0 0 0 -0.2237 -0.2616
0 1 1 1 0 0 0 0 0.7365 0.5415
7 1 0 0 0 0 0 1 1.9993 -0.5337
2 1 1 1 0 0 0 0 0.3295 0.3692
7 1 0 0 0 0 0 0 0.404 -0.1413
3 1 0 0 0 0 0 0 0.5108 -0.1855
5 1 0 0 0 0 0 0 0.5108 -0.1855
3 1 0 0 0 0 0 0 0.3755 -0.1287
0 1 1 1 0 0 0 0 0.0332 0.6019
6 1 0 0 0 0 0 0 0.5108 -0.4007
6 1 0 0 0 0 0 0 0.5108 -0.4007
6 1 0 0 0 0 0 0 0.6073 -0.417
1 1 0 0 0 0 0 0 -0.3621 0.2702
6 1 0 0 0 0 0 0 0.9205 -0.2669
1 1 0 0 0 0 1 0 -0.0767 0.1467
5 1 1 0 1 0 0 0 0.2189 -0.0726
6 1 1 0 1 0 0 0 0.8863 -0.3186
6 1 1 0 1 0 0 0 0.2189 -0.0726
5 1 1 0 1 0 0 0 -0.052 0.0845
4 1 1 0 1 0 0 0 -0.3621 0.3253
5 1 1 0 1 0 0 0 -0.3621 0.3253
0 1 1 0 0 0 0 0 0.1117 0.4031
5 1 0 0 0 0 0 0 -0.2477 -0.362
5 1 0 0 0 0 0 0 -0.0767 -0.3959
6 1 0 0 0 0 0 1 0.5108 -0.383
0 1 1 1 0 0 0 0 0.0332 0.6019
2 1 0 0 0 0 0 0 0.404 0.408
4 1 0 0 0 0 0 0 -1.0254 0.0035
2 1 0 0 0 0 0 0 -1.0923 0.0437
2 1 1 1 0 0 0 0 0.7365 0.5415
0 1 0 0 0 1 0 0 -0.3621 0.2072
6 1 0 0 0 0 0 0 0.6073 -0.4285
2 1 1 1 0 0 0 0 0.3295 0.3692
1 1 1 0 0 0 0 0 -0.3621 0.2363
6 1 0 0 0 0 0 0 0.0332 -0.3761
0 1 0 0 0 1 0 0 -0.9142 0.3949
2 1 0 0 0 0 0 0 0.1487 0.3296
9 1 0 0 0 0 0 0 1.0758 -0.5131
5 1 0 0 0 0 0 0 0.0332 -0.3944
11 1 0 0 0 0 0 0 1.4347 -0.5326
6 1 0 0 0 1 0 0 -0.3033 -0.3845
4 1 0 0 0 0 0 0 0.1117 -0.4082
7 1 0 0 0 0 0 0 0.7365 -0.487
5 1 0 0 0 0 0 0 0.0332 -0.3944
5 1 0 0 0 0 0 0 1.9993 -0.552
6 1 0 0 0 0 0 0 0.3755 -0.4475
5 1 0 0 0 0 0 0 0.5108 -0.464
2 1 1 0 0 0 0 1 -0.4608 0.3655
6 1 0 0 0 0 0 0 0.234 -0.4111
1 1 1 0 0 0 1 0 -0.0767 -0.1686
4 1 0 0 0 0 0 1 0.1844 -0.2798
6 1 0 0 0 0 0 0 -1.0254 -0.1083
6 1 0 0 0 0 0 0 -0.3621 -0.3359
4 1 0 0 0 0 0 0 0.5108 -0.4767
5 1 0 0 0 0 0 0 -0.1723 -0.3777
6 1 0 0 0 0 0 1 0.404 -0.3611
5 1 1 0 0 0 0 0 0.0332 -0.0103
4 1 0 0 0 0 0 0 0.1844 -0.4026
3 1 0 0 0 1 0 1 0.3755 -0.3548
4 1 0 0 0 0 0 0 -0.6044 -0.1962
2 1 1 0 0 0 0 0 0.1487 0.1489
0 1 1 0 0 0 0 0 -0.3033 0.336
0 1 1 0 0 0 0 0 0.1117 0.4031
5 1 0 0 0 0 0 1 0.7365 -0.4223
4 1 1 0 0 0 0 0 -0.9738 0.3151
1 1 1 0 0 0 0 0 -1.0923 0.4273
1 1 1 0 0 0 0 0 0.0332 0.3199
3 1 1 0 0 0 0 0 0.6073 -0.2352
8 1 0 0 0 0 0 1 0.9205 -0.4484
6 1 0 0 0 0 0 0 0.6073 -0.4319
0 1 1 0 0 0 0 0 0.2189 0.7762
0 1 1 0 0 0 0 1 0.5108 0.334
6 1 1 0 0 0 0 0 1.4347 -0.4293
1 1 1 1 0 0 0 0 0.7365 0.5415
1 1 1 0 0 0 0 1 0.404 0.435
1 1 1 1 0 0 0 0 0.0332 0.6019
1 1 1 0 0 0 0 1 0.0332 0.3652
2 1 1 0 0 0 0 0 -0.9142 0.4739
6 1 1 0 0 0 0 0 -0.6398 -0.1385
2 1 1 1 0 0 0 0 0.3295 0.3692
5 1 1 0 0 0 0 0 -0.7231 -0.1003
2 1 1 0 0 0 0 0 -0.7231 0.291
1 1 1 0 0 0 0 0 -1.0254 0.5976
1 1 0 0 0 1 0 0 -0.6398 0.0415
5 1 1 0 0 0 0 0 0.2189 -0.1828
3 1 1 0 0 0 0 0 0.2001 -0.1742
0 1 0 0 0 0 0 0 0.1844 0.1325
6 1 0 0 0 0 0 0 0.5108 -0.4389
3 1 0 0 0 0 0 0 -0.052 -0.3341
4 1 1 0 0 1 0 0 -1.0254 -0.1542
3 1 0 0 0 0 0 0 -0.0767 -0.328
7 1 0 0 0 0 0 0 1.0758 -0.4988
5 1 1 0 0 0 0 0 -0.8141 -0.2348
8 1 0 0 0 1 0 0 0.5108 -0.4389
3 1 0 0 0 0 0 0 -0.1723 -0.0037
5 1 1 0 0 0 0 0 0.1487 -0.214
6 1 1 0 0 0 0 0 0.0332 -0.1695
1 1 0 0 0 1 0 0 1.0758 0.1561
4 1 0 0 0 0 0 0 -0.052 -0.3341
3 1 1 0 0 0 0 1 -0.6044 -0.231
6 1 0 0 0 0 0 0 -0.052 -0.3341
8 1 0 0 0 0 0 0 -0.052 -0.3341
6 1 0 0 0 1 0 0 0.0332 -0.2107
8 1 0 0 0 0 0 0 -0.052 -0.3341
8 1 0 0 1 0 0 0 -0.3621 -0.3359
7 1 0 0 0 0 0 0 0.0332 -0.354
